$
1900
0.0,0.0,0.0,0.5
-473.32233047,59.6392899987
-471.32233047,59.6392899987
-472.467203367,60.7143972098
-474.467203367,60.7143972098
-474.467203367,60.7143972098
-472.467203367,60.7143972098
-473.677323659,61.7154957785
-475.677323659,61.7154957785
-475.677323659,61.7154957785
-473.677323659,61.7154957785
-474.947915554,62.6386348259
-476.947915554,62.6386348259
-476.947915554,62.6386348259
-474.947915554,62.6386348259
-476.273964606,63.4801711442
-478.273964606,63.4801711442
-478.273964606,63.4801711442
-476.273964606,63.4801711442
-477.650237507,64.2367835738
-479.650237507,64.2367835738
-479.650237507,64.2367835738
-477.650237507,64.2367835738
-479.071302734,64.9054861112
-481.071302734,64.9054861112
-481.071302734,64.9054861112
-479.071302734,64.9054861112
-480.531551994,65.4836396929
-482.531551994,65.4836396929
-482.531551994,65.4836396929
-480.531551994,65.4836396929
-482.025222349,65.968962611
-484.025222349,65.968962611
-484.025222349,65.968962611
-482.025222349,65.968962611
-483.546418965,66.3595395176
-485.546418965,66.3595395176
-485.546418965,66.3595395176
-483.546418965,66.3595395176
-485.089138374,66.653828984
-487.089138374,66.653828984
-487.089138374,66.653828984
-485.089138374,66.653828984
-486.647292167,66.8506695842
-488.647292167,66.8506695842
-488.647292167,66.8506695842
-486.647292167,66.8506695842
-488.214731023,66.9492844782
-490.214731023,66.9492844782
-490.214731023,66.9492844782
-488.214731023,66.9492844782
-489.785268977,66.9492844782
-491.785268977,66.9492844782
-491.785268977,66.9492844782
-489.785268977,66.9492844782
-491.352707833,66.8506695842
-493.352707833,66.8506695842
-493.352707833,66.8506695842
-491.352707833,66.8506695842
-492.910861626,66.653828984
-494.910861626,66.653828984
-494.910861626,66.653828984
-492.910861626,66.653828984
-494.453581035,66.3595395176
-496.453581035,66.3595395176
-496.453581035,66.3595395176
-494.453581035,66.3595395176
-495.974777651,65.968962611
-497.974777651,65.968962611
-497.974777651,65.968962611
-495.974777651,65.968962611
-497.468448006,65.4836396929
-499.468448006,65.4836396929
-499.468448006,65.4836396929
-497.468448006,65.4836396929
-498.928697266,64.9054861112
-500.928697266,64.9054861112
-500.928697266,64.9054861112
